Executar #1	Executar #1	Executar #1	Executar #1
Tempo (s)	Corrente (A)	Tensão (V)	Potência (W)
1,266	5,36E-4	-0,01	2,74E-6
1,267	5,36E-4	-0,01	2,74E-6
1,268	5,36E-4	-0,01	2,74E-6
1,269	5,36E-4	-0,01	2,74E-6
1,270	5,36E-4	-0,01	2,74E-6
1,271	5,36E-4	-0,01	2,74E-6
1,272	5,36E-4	-0,01	2,74E-6
1,273	5,36E-4	-0,01	2,74E-6
1,274	5,36E-4	-0,01	2,74E-6
1,275	5,36E-4	-0,01	2,74E-6
1,276	5,36E-4	-0,01	2,74E-6
1,277	5,36E-4	-0,01	2,74E-6
1,278	5,36E-4	-0,01	2,74E-6
1,279	5,36E-4	-0,01	2,74E-6
1,280	5,36E-4	-0,01	2,74E-6
1,281	5,36E-4	-0,01	2,74E-6
1,282	5,36E-4	-0,01	2,74E-6
1,283	5,36E-4	-0,01	2,74E-6
1,284	5,36E-4	-0,01	2,74E-6
1,285	5,36E-4	-0,01	2,74E-6
1,286	5,36E-4	-0,01	2,74E-6
1,287	5,36E-4	-0,01	2,74E-6
1,288	5,36E-4	-0,01	2,74E-6
1,289	5,36E-4	-0,01	2,74E-6
1,290	0,00	-0,01	5,47E-6
1,291	5,36E-4	-0,01	2,74E-6
1,292	5,36E-4	-0,01	2,74E-6
1,293	5,36E-4	-0,01	2,74E-6
1,294	5,36E-4	-0,01	2,74E-6
1,295	5,36E-4	-0,01	2,74E-6
1,296	5,36E-4	-0,01	2,74E-6
1,297	5,36E-4	-0,01	2,74E-6
1,298	5,36E-4	-0,01	2,74E-6
1,299	5,36E-4	-0,01	2,74E-6
1,300	5,36E-4	-0,01	2,74E-6
1,301	5,36E-4	-0,01	2,74E-6
1,302	5,36E-4	-0,01	2,74E-6
1,303	5,36E-4	-0,01	2,74E-6
1,304	5,36E-4	-0,01	2,74E-6
1,305	5,36E-4	-0,01	2,74E-6
1,306	5,36E-4	-0,01	2,74E-6
1,307	5,36E-4	-0,01	2,74E-6
1,308	5,36E-4	-0,01	2,74E-6
1,309	5,36E-4	-0,01	2,74E-6
1,310	5,36E-4	-0,01	2,74E-6
1,311	5,36E-4	-0,01	2,74E-6
1,312	5,36E-4	-0,01	2,74E-6
1,313	5,36E-4	-0,01	2,74E-6
1,314	5,36E-4	-0,01	2,74E-6
1,315	5,36E-4	-0,01	2,74E-6
1,316	5,36E-4	-0,01	2,74E-6
1,317	5,36E-4	-0,01	2,74E-6
1,318	5,36E-4	-0,01	2,74E-6
1,319	5,36E-4	-0,01	2,74E-6
1,320	5,36E-4	-0,01	2,74E-6
1,321	5,36E-4	-0,01	2,74E-6
1,322	5,36E-4	-0,01	2,74E-6
1,323	5,36E-4	-0,01	2,74E-6
1,324	5,36E-4	-0,01	2,74E-6
1,325	5,36E-4	-0,01	2,74E-6
1,326	5,36E-4	-0,01	2,74E-6
1,327	5,36E-4	0,00	0,00
1,328	5,36E-4	-0,01	2,74E-6
1,329	5,36E-4	-0,01	2,74E-6
1,330	5,36E-4	-0,01	2,74E-6
1,331	5,36E-4	-0,01	2,74E-6
1,332	5,36E-4	-0,01	2,74E-6
1,333	5,36E-4	-0,01	2,74E-6
1,334	5,36E-4	-0,01	2,74E-6
1,335	5,36E-4	-0,01	2,74E-6
1,336	5,36E-4	-0,01	2,74E-6
1,337	5,36E-4	0,00	0,00
1,338	5,36E-4	0,00	0,00
1,339	5,36E-4	0,00	0,00
1,340	5,36E-4	0,00	0,00
1,341	5,36E-4	0,00	0,00
1,342	5,36E-4	0,00	0,00
1,343	5,36E-4	-0,01	2,74E-6
1,344	5,36E-4	0,00	0,00
1,345	5,36E-4	0,00	0,00
1,346	5,36E-4	0,00	0,00
1,347	5,36E-4	0,00	0,00
1,348	5,36E-4	0,00	0,00
1,349	5,36E-4	0,00	0,00
1,350	5,36E-4	0,00	0,00
1,351	5,36E-4	0,00	0,00
1,352	5,36E-4	0,00	0,00
1,353	5,36E-4	0,00	0,00
1,354	5,36E-4	0,00	0,00
1,355	5,36E-4	0,00	0,00
1,356	5,36E-4	0,00	0,00
1,357	5,36E-4	0,00	0,00
1,358	5,36E-4	0,00	0,00
1,359	5,36E-4	0,00	0,00
1,360	5,36E-4	0,00	0,00
1,361	5,36E-4	0,00	0,00
1,362	5,36E-4	0,00	0,00
1,363	5,36E-4	0,00	0,00
1,364	5,36E-4	0,00	0,00
1,365	5,36E-4	0,00	0,00
1,366	5,36E-4	0,00	0,00
1,367	5,36E-4	0,00	0,00
1,368	5,36E-4	0,00	0,00
1,369	5,36E-4	0,00	0,00
1,370	5,36E-4	0,00	0,00
1,371	5,36E-4	0,00	0,00
1,372	5,36E-4	0,00	0,00
1,373	5,36E-4	0,00	0,00
1,374	5,36E-4	0,00	0,00
1,375	5,36E-4	0,00	0,00
1,376	5,36E-4	0,00	0,00
1,377	5,36E-4	0,00	0,00
1,378	5,36E-4	0,00	0,00
1,379	5,36E-4	0,00	0,00
1,380	5,36E-4	0,00	0,00
1,381	5,36E-4	0,00	0,00
1,382	5,36E-4	0,00	0,00
1,383	5,36E-4	0,00	0,00
1,384	5,36E-4	0,00	0,00
1,385	5,36E-4	0,00	0,00
1,386	5,36E-4	0,00	0,00
1,387	5,36E-4	0,00	0,00
1,388	5,36E-4	0,00	0,00
1,389	5,36E-4	0,00	0,00
1,390	5,36E-4	0,00	0,00
1,391	5,36E-4	0,00	0,00
1,392	5,36E-4	0,00	0,00
1,393	5,36E-4	0,00	0,00
1,394	5,36E-4	0,00	0,00
1,395	5,36E-4	0,00	0,00
1,396	5,36E-4	0,00	0,00
1,397	5,36E-4	0,00	0,00
1,398	5,36E-4	0,00	0,00
1,399	5,36E-4	0,00	0,00
1,400	5,36E-4	0,00	0,00
1,401	5,36E-4	0,00	0,00
1,402	5,36E-4	0,00	0,00
1,403	5,36E-4	0,00	0,00
1,404	5,36E-4	0,00	0,00
1,405	5,36E-4	0,00	0,00
1,406	5,36E-4	0,00	0,00
1,407	5,36E-4	0,00	0,00
1,408	5,36E-4	0,00	0,00
1,409	5,36E-4	0,00	0,00
1,410	5,36E-4	0,00	0,00
1,411	5,36E-4	-0,01	2,74E-6
1,412	5,36E-4	0,00	0,00
1,413	5,36E-4	0,00	0,00
1,414	5,36E-4	0,00	0,00
1,415	5,36E-4	0,00	0,00
1,416	5,36E-4	0,00	0,00
1,417	5,36E-4	0,00	0,00
1,418	5,36E-4	0,00	0,00
1,419	5,36E-4	0,00	0,00
1,420	5,36E-4	-0,01	2,74E-6
1,421	5,36E-4	0,00	0,00
1,422	5,36E-4	0,00	0,00
1,423	5,36E-4	0,00	0,00
1,424	5,36E-4	0,00	0,00
1,425	5,36E-4	0,00	0,00
1,426	5,36E-4	-0,01	2,74E-6
1,427	5,36E-4	-0,01	2,74E-6
1,428	5,36E-4	-0,01	2,74E-6
1,429	5,36E-4	0,00	0,00
1,430	5,36E-4	-0,01	2,74E-6
1,431	5,36E-4	-0,01	2,74E-6
1,432	5,36E-4	0,00	0,00
1,433	5,36E-4	-0,01	2,74E-6
1,434	5,36E-4	-0,01	2,74E-6
1,435	5,36E-4	0,00	0,00
1,436	5,36E-4	-0,01	2,74E-6
1,437	5,36E-4	-0,01	2,74E-6
1,438	5,36E-4	-0,01	2,74E-6
1,439	5,36E-4	-0,01	2,74E-6
1,440	5,36E-4	-0,01	2,74E-6
1,441	5,36E-4	-0,01	2,74E-6
1,442	5,36E-4	-0,01	2,74E-6
1,443	5,36E-4	-0,01	2,74E-6
1,444	5,36E-4	-0,01	2,74E-6
1,445	5,36E-4	-0,01	2,74E-6
1,446	5,36E-4	-0,01	2,74E-6
1,447	5,36E-4	-0,01	2,74E-6
1,448	5,36E-4	-0,01	2,74E-6
1,449	5,36E-4	-0,01	2,74E-6
1,450	5,36E-4	-0,01	2,74E-6
1,451	5,36E-4	-0,01	2,74E-6
1,452	5,36E-4	-0,01	2,74E-6
1,453	5,36E-4	-0,01	2,74E-6
1,454	5,36E-4	-0,01	2,74E-6
1,455	5,36E-4	-0,01	2,74E-6
1,456	5,36E-4	-0,01	2,74E-6
1,457	5,36E-4	-0,01	2,74E-6
1,458	5,36E-4	-0,01	2,74E-6
1,459	5,36E-4	-0,01	2,74E-6
1,460	5,36E-4	-0,01	2,74E-6
1,461	5,36E-4	-0,01	2,74E-6
1,462	5,36E-4	-0,01	2,74E-6
1,463	5,36E-4	-0,01	2,74E-6
1,464	5,36E-4	-0,01	2,74E-6
1,465	5,36E-4	-0,01	2,74E-6
1,466	5,36E-4	-0,01	2,74E-6
1,467	5,36E-4	-0,01	2,74E-6
1,468	5,36E-4	-0,01	2,74E-6
1,469	5,36E-4	-0,01	2,74E-6
1,470	5,36E-4	-0,01	2,74E-6
1,471	5,36E-4	-0,01	2,74E-6
1,472	5,36E-4	-0,01	2,74E-6
1,473	5,36E-4	-0,01	2,74E-6
1,474	5,36E-4	-0,01	2,74E-6
1,475	5,36E-4	-0,01	2,74E-6
1,476	5,36E-4	-0,01	2,74E-6
1,477	5,36E-4	-0,01	2,74E-6
1,478	5,36E-4	-0,01	2,74E-6
1,479	5,36E-4	-0,01	2,74E-6
1,480	5,36E-4	-0,01	2,74E-6
1,481	5,36E-4	-0,01	2,74E-6
1,482	5,36E-4	-0,01	2,74E-6
1,483	5,36E-4	-0,01	2,74E-6
1,484	5,36E-4	-0,01	2,74E-6
1,485	5,36E-4	-0,01	2,74E-6
1,486	5,36E-4	-0,01	2,74E-6
1,487	5,36E-4	-0,01	2,74E-6
1,488	5,36E-4	-0,01	2,74E-6
1,489	5,36E-4	-0,01	2,74E-6
